Graph Name,Rank,No of sources of Evidences,Controller,Allocated Switch
DELTACOM.GRAPHML,Rank 2,3,47,88
DELTACOM.GRAPHML,Rank 2,3,47,78
DELTACOM.GRAPHML,Rank 2,3,47,73
DELTACOM.GRAPHML,Rank 2,3,47,26
DELTACOM.GRAPHML,Rank 2,3,47,107
DELTACOM.GRAPHML,Rank 2,3,47,111
DELTACOM.GRAPHML,Rank 2,3,47,6
DELTACOM.GRAPHML,Rank 2,3,47,50
DELTACOM.GRAPHML,Rank 2,3,47,45
DELTACOM.GRAPHML,Rank 2,3,47,42
DELTACOM.GRAPHML,Rank 2,3,47,40
DELTACOM.GRAPHML,Rank 2,3,47,0
DELTACOM.GRAPHML,Rank 2,3,47,56
DELTACOM.GRAPHML,Rank 2,3,47,104
DELTACOM.GRAPHML,Rank 2,3,47,29
DELTACOM.GRAPHML,Rank 2,3,47,100
DELTACOM.GRAPHML,Rank 2,3,47,74
DELTACOM.GRAPHML,Rank 2,3,47,30
DELTACOM.GRAPHML,Rank 2,3,47,54
DELTACOM.GRAPHML,Rank 2,3,47,71
DELTACOM.GRAPHML,Rank 2,3,47,36
DELTACOM.GRAPHML,Rank 2,3,47,53
DELTACOM.GRAPHML,Rank 2,3,47,17
DELTACOM.GRAPHML,Rank 2,3,47,10
DELTACOM.GRAPHML,Rank 2,3,47,7
DELTACOM.GRAPHML,Rank 2,3,47,21
DELTACOM.GRAPHML,Rank 2,3,47,5
DELTACOM.GRAPHML,Rank 2,3,47,67
DELTACOM.GRAPHML,Rank 2,3,47,14
DELTACOM.GRAPHML,Rank 2,3,47,59
DELTACOM.GRAPHML,Rank 2,3,47,65
DELTACOM.GRAPHML,Rank 2,3,47,103
DELTACOM.GRAPHML,Rank 2,3,47,16
DELTACOM.GRAPHML,Rank 2,3,47,28
DELTACOM.GRAPHML,Rank 2,3,47,8
DELTACOM.GRAPHML,Rank 2,3,47,38
DELTACOM.GRAPHML,Rank 2,3,47,1
DELTACOM.GRAPHML,Rank 2,3,47,70
DELTACOM.GRAPHML,Rank 2,3,47,84
DELTACOM.GRAPHML,Rank 2,3,47,98
DELTACOM.GRAPHML,Rank 2,3,47,62
DELTACOM.GRAPHML,Rank 2,3,47,76
DELTACOM.GRAPHML,Rank 2,3,47,4
DELTACOM.GRAPHML,Rank 2,3,47,72
DELTACOM.GRAPHML,Rank 2,3,47,31
DELTACOM.GRAPHML,Rank 2,3,47,112
DELTACOM.GRAPHML,Rank 2,3,47,32
DELTACOM.GRAPHML,Rank 2,3,47,69
DELTACOM.GRAPHML,Rank 2,3,47,105
DELTACOM.GRAPHML,Rank 2,3,47,9
DELTACOM.GRAPHML,Rank 2,3,47,75
DELTACOM.GRAPHML,Rank 2,3,47,85
DELTACOM.GRAPHML,Rank 2,3,47,101
DELTACOM.GRAPHML,Rank 2,3,47,23
DELTACOM.GRAPHML,Rank 2,3,47,63
DELTACOM.GRAPHML,Rank 2,3,47,89
DELTACOM.GRAPHML,Rank 2,3,47,11
DELTACOM.GRAPHML,Rank 2,3,47,80
DELTACOM.GRAPHML,Rank 2,3,47,35
DELTACOM.GRAPHML,Rank 2,3,47,51
DELTACOM.GRAPHML,Rank 2,3,47,90
DELTACOM.GRAPHML,Rank 2,3,47,79
DELTACOM.GRAPHML,Rank 2,3,47,49
DELTACOM.GRAPHML,Rank 2,3,47,20
DELTACOM.GRAPHML,Rank 2,3,47,3
DELTACOM.GRAPHML,Rank 2,3,47,57
DELTACOM.GRAPHML,Rank 2,4,3,4
DELTACOM.GRAPHML,Rank 2,4,3,5
DELTACOM.GRAPHML,Rank 2,4,3,43
DELTACOM.GRAPHML,Rank 2,4,3,45
DELTACOM.GRAPHML,Rank 2,4,3,88
DELTACOM.GRAPHML,Rank 2,4,3,42
DELTACOM.GRAPHML,Rank 2,4,3,17
DELTACOM.GRAPHML,Rank 2,4,3,41
DELTACOM.GRAPHML,Rank 2,4,3,93
DELTACOM.GRAPHML,Rank 2,4,3,86
DELTACOM.GRAPHML,Rank 2,4,3,7
DELTACOM.GRAPHML,Rank 2,4,47,68
DELTACOM.GRAPHML,Rank 2,4,47,66
DELTACOM.GRAPHML,Rank 2,4,47,92
DELTACOM.GRAPHML,Rank 2,4,47,15
DELTACOM.GRAPHML,Rank 2,4,47,86
DELTACOM.GRAPHML,Rank 2,4,47,44
DELTACOM.GRAPHML,Rank 2,4,47,64
DELTACOM.GRAPHML,Rank 2,4,47,81
DELTACOM.GRAPHML,Rank 2,4,47,43
DELTACOM.GRAPHML,Rank 2,4,47,91
DELTACOM.GRAPHML,Rank 2,4,47,18
DELTACOM.GRAPHML,Rank 2,4,47,60
DELTACOM.GRAPHML,Rank 2,4,47,25
DELTACOM.GRAPHML,Rank 2,4,47,102
DELTACOM.GRAPHML,Rank 2,4,47,37
DELTACOM.GRAPHML,Rank 2,4,47,97
DELTACOM.GRAPHML,Rank 2,4,47,39
DELTACOM.GRAPHML,Rank 2,4,47,41
DELTACOM.GRAPHML,Rank 2,4,47,93
DELTACOM.GRAPHML,Rank 2,4,47,33
DELTACOM.GRAPHML,Rank 2,4,47,77
DELTACOM.GRAPHML,Rank 2,4,47,106
DELTACOM.GRAPHML,Rank 2,4,47,46
DELTACOM.GRAPHML,Rank 2,4,47,13
DELTACOM.GRAPHML,Rank 2,4,47,12
DELTACOM.GRAPHML,Rank 2,4,47,34
DELTACOM.GRAPHML,Rank 2,4,47,48
DELTACOM.GRAPHML,Rank 2,4,47,52
DELTACOM.GRAPHML,Rank 2,4,47,19
DELTACOM.GRAPHML,Rank 2,4,47,99
DELTACOM.GRAPHML,Rank 2,4,47,88
DELTACOM.GRAPHML,Rank 2,4,47,78
DELTACOM.GRAPHML,Rank 2,4,47,73
DELTACOM.GRAPHML,Rank 2,4,47,26
DELTACOM.GRAPHML,Rank 2,4,47,107
DELTACOM.GRAPHML,Rank 2,4,47,111
DELTACOM.GRAPHML,Rank 2,4,47,6
DELTACOM.GRAPHML,Rank 2,4,47,50
DELTACOM.GRAPHML,Rank 2,4,47,45
DELTACOM.GRAPHML,Rank 2,4,47,42
DELTACOM.GRAPHML,Rank 2,4,47,40
DELTACOM.GRAPHML,Rank 2,4,47,0
DELTACOM.GRAPHML,Rank 2,4,47,56
DELTACOM.GRAPHML,Rank 2,4,47,104
DELTACOM.GRAPHML,Rank 2,4,47,29
DELTACOM.GRAPHML,Rank 2,4,47,100
DELTACOM.GRAPHML,Rank 2,4,47,74
DELTACOM.GRAPHML,Rank 2,4,47,30
DELTACOM.GRAPHML,Rank 2,4,47,54
DELTACOM.GRAPHML,Rank 2,4,47,71
DELTACOM.GRAPHML,Rank 2,4,47,36
DELTACOM.GRAPHML,Rank 2,4,47,53
DELTACOM.GRAPHML,Rank 2,4,47,17
DELTACOM.GRAPHML,Rank 2,4,47,10
DELTACOM.GRAPHML,Rank 2,4,47,7
DELTACOM.GRAPHML,Rank 2,4,47,21
DELTACOM.GRAPHML,Rank 2,4,47,5
DELTACOM.GRAPHML,Rank 2,4,47,67
DELTACOM.GRAPHML,Rank 2,4,47,14
DELTACOM.GRAPHML,Rank 2,4,47,59
DELTACOM.GRAPHML,Rank 2,4,47,65
DELTACOM.GRAPHML,Rank 2,4,47,103
DELTACOM.GRAPHML,Rank 2,4,47,16
DELTACOM.GRAPHML,Rank 2,4,47,28
DELTACOM.GRAPHML,Rank 2,4,47,8
DELTACOM.GRAPHML,Rank 2,4,47,38
DELTACOM.GRAPHML,Rank 2,4,47,1
DELTACOM.GRAPHML,Rank 2,4,47,70
DELTACOM.GRAPHML,Rank 2,4,47,84
DELTACOM.GRAPHML,Rank 2,4,47,98
DELTACOM.GRAPHML,Rank 2,4,47,62
DELTACOM.GRAPHML,Rank 2,4,47,76
DELTACOM.GRAPHML,Rank 2,4,47,4
DELTACOM.GRAPHML,Rank 2,4,47,72
DELTACOM.GRAPHML,Rank 2,4,47,31
DELTACOM.GRAPHML,Rank 2,4,47,112
DELTACOM.GRAPHML,Rank 2,4,47,32
DELTACOM.GRAPHML,Rank 2,4,47,69
DELTACOM.GRAPHML,Rank 2,4,47,105
DELTACOM.GRAPHML,Rank 2,4,47,9
DELTACOM.GRAPHML,Rank 2,4,47,75
DELTACOM.GRAPHML,Rank 2,4,47,85
DELTACOM.GRAPHML,Rank 2,4,47,101
DELTACOM.GRAPHML,Rank 2,4,47,23
DELTACOM.GRAPHML,Rank 2,4,47,63
DELTACOM.GRAPHML,Rank 2,4,47,89
DELTACOM.GRAPHML,Rank 2,4,47,11
DELTACOM.GRAPHML,Rank 2,4,47,80
DELTACOM.GRAPHML,Rank 2,4,47,35
DELTACOM.GRAPHML,Rank 2,4,47,51
DELTACOM.GRAPHML,Rank 2,4,47,90
DELTACOM.GRAPHML,Rank 2,4,47,79
DELTACOM.GRAPHML,Rank 2,4,47,49
DELTACOM.GRAPHML,Rank 2,4,47,20
DELTACOM.GRAPHML,Rank 2,4,47,3
DELTACOM.GRAPHML,Rank 2,4,47,57
DELTACOM.GRAPHML,Rank 3,2,47,83
DELTACOM.GRAPHML,Rank 3,2,47,56
DELTACOM.GRAPHML,Rank 3,2,47,96
DELTACOM.GRAPHML,Rank 3,2,47,29
DELTACOM.GRAPHML,Rank 3,2,47,72
DELTACOM.GRAPHML,Rank 3,2,47,92
DELTACOM.GRAPHML,Rank 3,2,47,105
DELTACOM.GRAPHML,Rank 3,2,47,15
DELTACOM.GRAPHML,Rank 3,2,47,44
DELTACOM.GRAPHML,Rank 3,2,47,48
DELTACOM.GRAPHML,Rank 3,2,47,52
DELTACOM.GRAPHML,Rank 3,2,47,81
DELTACOM.GRAPHML,Rank 3,2,47,54
DELTACOM.GRAPHML,Rank 3,2,47,27
DELTACOM.GRAPHML,Rank 3,2,47,82
DELTACOM.GRAPHML,Rank 3,2,47,95
DELTACOM.GRAPHML,Rank 3,2,47,91
DELTACOM.GRAPHML,Rank 3,2,47,60
DELTACOM.GRAPHML,Rank 3,2,47,25
DELTACOM.GRAPHML,Rank 3,2,47,78
DELTACOM.GRAPHML,Rank 3,2,47,17
DELTACOM.GRAPHML,Rank 3,2,47,108
DELTACOM.GRAPHML,Rank 3,2,47,53
DELTACOM.GRAPHML,Rank 3,2,47,61
DELTACOM.GRAPHML,Rank 3,2,47,101
DELTACOM.GRAPHML,Rank 3,2,47,55
DELTACOM.GRAPHML,Rank 3,2,47,21
DELTACOM.GRAPHML,Rank 3,2,47,73
DELTACOM.GRAPHML,Rank 3,2,47,26
DELTACOM.GRAPHML,Rank 3,2,47,2
DELTACOM.GRAPHML,Rank 3,2,47,107
DELTACOM.GRAPHML,Rank 3,2,47,5
DELTACOM.GRAPHML,Rank 3,2,47,23
DELTACOM.GRAPHML,Rank 3,2,47,58
DELTACOM.GRAPHML,Rank 3,2,47,97
DELTACOM.GRAPHML,Rank 3,2,47,14
DELTACOM.GRAPHML,Rank 3,2,47,89
DELTACOM.GRAPHML,Rank 3,2,47,111
DELTACOM.GRAPHML,Rank 3,2,47,41
DELTACOM.GRAPHML,Rank 3,2,47,109
DELTACOM.GRAPHML,Rank 3,2,47,59
DELTACOM.GRAPHML,Rank 3,2,47,28
DELTACOM.GRAPHML,Rank 3,2,47,77
DELTACOM.GRAPHML,Rank 3,2,47,51
DELTACOM.GRAPHML,Rank 3,2,47,50
DELTACOM.GRAPHML,Rank 3,2,47,46
DELTACOM.GRAPHML,Rank 3,2,47,24
DELTACOM.GRAPHML,Rank 3,2,47,110
DELTACOM.GRAPHML,Rank 3,2,47,90
DELTACOM.GRAPHML,Rank 3,2,47,106
DELTACOM.GRAPHML,Rank 3,2,47,49
DELTACOM.GRAPHML,Rank 3,2,47,20
DELTACOM.GRAPHML,Rank 3,2,47,84
DELTACOM.GRAPHML,Rank 3,2,47,98
DELTACOM.GRAPHML,Rank 3,2,47,94
DELTACOM.GRAPHML,Rank 3,2,47,22
DELTACOM.GRAPHML,Rank 3,2,47,40
DELTACOM.GRAPHML,Rank 3,2,47,57
DELTACOM.GRAPHML,Rank 3,2,104,32
DELTACOM.GRAPHML,Rank 3,2,104,100
DELTACOM.GRAPHML,Rank 3,2,104,112
DELTACOM.GRAPHML,Rank 3,2,104,74
DELTACOM.GRAPHML,Rank 3,2,104,31
DELTACOM.GRAPHML,Rank 3,2,104,34
DELTACOM.GRAPHML,Rank 3,2,104,30
DELTACOM.GRAPHML,Rank 3,2,104,19
DELTACOM.GRAPHML,Rank 3,2,104,75
DELTACOM.GRAPHML,Rank 3,2,104,99
DELTACOM.GRAPHML,Rank 3,2,104,18
DELTACOM.GRAPHML,Rank 3,2,104,102
DELTACOM.GRAPHML,Rank 3,2,104,36
DELTACOM.GRAPHML,Rank 3,2,104,10
DELTACOM.GRAPHML,Rank 3,2,104,37
DELTACOM.GRAPHML,Rank 3,2,104,11
DELTACOM.GRAPHML,Rank 3,2,104,39
DELTACOM.GRAPHML,Rank 3,2,104,103
DELTACOM.GRAPHML,Rank 3,2,104,16
DELTACOM.GRAPHML,Rank 3,2,104,33
DELTACOM.GRAPHML,Rank 3,2,104,35
DELTACOM.GRAPHML,Rank 3,2,104,38
DELTACOM.GRAPHML,Rank 3,2,104,13
DELTACOM.GRAPHML,Rank 3,2,104,12
DELTACOM.GRAPHML,Rank 3,2,104,79
DELTACOM.GRAPHML,Rank 3,2,104,76
DELTACOM.GRAPHML,Rank 3,2,60,59
DELTACOM.GRAPHML,Rank 3,2,60,53
DELTACOM.GRAPHML,Rank 3,2,60,52
DELTACOM.GRAPHML,Rank 3,2,60,97
DELTACOM.GRAPHML,Rank 3,3,3,43
DELTACOM.GRAPHML,Rank 3,3,3,45
DELTACOM.GRAPHML,Rank 3,3,3,88
DELTACOM.GRAPHML,Rank 3,3,3,42
DELTACOM.GRAPHML,Rank 3,3,3,17
DELTACOM.GRAPHML,Rank 3,3,3,41
DELTACOM.GRAPHML,Rank 3,3,3,93
DELTACOM.GRAPHML,Rank 3,3,3,86
DELTACOM.GRAPHML,Rank 3,3,47,4
DELTACOM.GRAPHML,Rank 3,3,47,56
DELTACOM.GRAPHML,Rank 3,3,47,29
DELTACOM.GRAPHML,Rank 3,3,47,72
DELTACOM.GRAPHML,Rank 3,3,47,68
DELTACOM.GRAPHML,Rank 3,3,47,69
DELTACOM.GRAPHML,Rank 3,3,47,66
DELTACOM.GRAPHML,Rank 3,3,47,92
DELTACOM.GRAPHML,Rank 3,3,47,105
DELTACOM.GRAPHML,Rank 3,3,47,9
DELTACOM.GRAPHML,Rank 3,3,47,15
DELTACOM.GRAPHML,Rank 3,3,47,86
DELTACOM.GRAPHML,Rank 3,3,47,48
DELTACOM.GRAPHML,Rank 3,3,47,44
DELTACOM.GRAPHML,Rank 3,3,47,64
DELTACOM.GRAPHML,Rank 3,3,47,81
DELTACOM.GRAPHML,Rank 3,3,47,54
DELTACOM.GRAPHML,Rank 3,3,47,43
DELTACOM.GRAPHML,Rank 3,3,47,91
DELTACOM.GRAPHML,Rank 3,3,47,85
DELTACOM.GRAPHML,Rank 3,3,47,0
DELTACOM.GRAPHML,Rank 3,3,47,25
DELTACOM.GRAPHML,Rank 3,3,47,88
DELTACOM.GRAPHML,Rank 3,3,47,102
DELTACOM.GRAPHML,Rank 3,3,47,78
DELTACOM.GRAPHML,Rank 3,3,47,17
DELTACOM.GRAPHML,Rank 3,3,47,71
DELTACOM.GRAPHML,Rank 3,3,47,101
DELTACOM.GRAPHML,Rank 3,3,47,7
DELTACOM.GRAPHML,Rank 3,3,47,21
DELTACOM.GRAPHML,Rank 3,3,47,73
DELTACOM.GRAPHML,Rank 3,3,47,26
DELTACOM.GRAPHML,Rank 3,3,47,107
DELTACOM.GRAPHML,Rank 3,3,47,23
DELTACOM.GRAPHML,Rank 3,3,47,5
DELTACOM.GRAPHML,Rank 3,3,47,67
DELTACOM.GRAPHML,Rank 3,3,47,14
DELTACOM.GRAPHML,Rank 3,3,47,63
DELTACOM.GRAPHML,Rank 3,3,47,89
DELTACOM.GRAPHML,Rank 3,3,47,111
DELTACOM.GRAPHML,Rank 3,3,47,41
DELTACOM.GRAPHML,Rank 3,3,47,93
DELTACOM.GRAPHML,Rank 3,3,47,6
DELTACOM.GRAPHML,Rank 3,3,47,65
DELTACOM.GRAPHML,Rank 3,3,47,80
DELTACOM.GRAPHML,Rank 3,3,47,28
DELTACOM.GRAPHML,Rank 3,3,47,8
DELTACOM.GRAPHML,Rank 3,3,47,77
DELTACOM.GRAPHML,Rank 3,3,47,51
DELTACOM.GRAPHML,Rank 3,3,47,50
DELTACOM.GRAPHML,Rank 3,3,47,46
DELTACOM.GRAPHML,Rank 3,3,47,106
DELTACOM.GRAPHML,Rank 3,3,47,1
DELTACOM.GRAPHML,Rank 3,3,47,90
DELTACOM.GRAPHML,Rank 3,3,47,45
DELTACOM.GRAPHML,Rank 3,3,47,70
DELTACOM.GRAPHML,Rank 3,3,47,49
DELTACOM.GRAPHML,Rank 3,3,47,20
DELTACOM.GRAPHML,Rank 3,3,47,79
DELTACOM.GRAPHML,Rank 3,3,47,84
DELTACOM.GRAPHML,Rank 3,3,47,98
DELTACOM.GRAPHML,Rank 3,3,47,42
DELTACOM.GRAPHML,Rank 3,3,47,62
DELTACOM.GRAPHML,Rank 3,3,47,3
DELTACOM.GRAPHML,Rank 3,3,47,40
DELTACOM.GRAPHML,Rank 3,3,47,57
DELTACOM.GRAPHML,Rank 3,3,0,8
DELTACOM.GRAPHML,Rank 3,3,0,68
DELTACOM.GRAPHML,Rank 3,3,0,70
DELTACOM.GRAPHML,Rank 3,3,0,85
DELTACOM.GRAPHML,Rank 3,3,0,69
DELTACOM.GRAPHML,Rank 3,3,0,67
DELTACOM.GRAPHML,Rank 3,3,0,63
DELTACOM.GRAPHML,Rank 3,3,0,71
DELTACOM.GRAPHML,Rank 3,3,0,66
DELTACOM.GRAPHML,Rank 3,3,0,9
DELTACOM.GRAPHML,Rank 3,3,0,64
DELTACOM.GRAPHML,Rank 3,4,3,4
DELTACOM.GRAPHML,Rank 3,4,3,5
DELTACOM.GRAPHML,Rank 3,4,3,43
DELTACOM.GRAPHML,Rank 3,4,3,45
DELTACOM.GRAPHML,Rank 3,4,3,88
DELTACOM.GRAPHML,Rank 3,4,3,42
DELTACOM.GRAPHML,Rank 3,4,3,17
DELTACOM.GRAPHML,Rank 3,4,3,41
DELTACOM.GRAPHML,Rank 3,4,3,93
DELTACOM.GRAPHML,Rank 3,4,3,86
DELTACOM.GRAPHML,Rank 3,4,3,7
DELTACOM.GRAPHML,Rank 3,4,47,4
DELTACOM.GRAPHML,Rank 3,4,47,56
DELTACOM.GRAPHML,Rank 3,4,47,29
DELTACOM.GRAPHML,Rank 3,4,47,72
DELTACOM.GRAPHML,Rank 3,4,47,68
DELTACOM.GRAPHML,Rank 3,4,47,69
DELTACOM.GRAPHML,Rank 3,4,47,66
DELTACOM.GRAPHML,Rank 3,4,47,92
DELTACOM.GRAPHML,Rank 3,4,47,105
DELTACOM.GRAPHML,Rank 3,4,47,9
DELTACOM.GRAPHML,Rank 3,4,47,15
DELTACOM.GRAPHML,Rank 3,4,47,86
DELTACOM.GRAPHML,Rank 3,4,47,48
DELTACOM.GRAPHML,Rank 3,4,47,44
DELTACOM.GRAPHML,Rank 3,4,47,52
DELTACOM.GRAPHML,Rank 3,4,47,64
DELTACOM.GRAPHML,Rank 3,4,47,81
DELTACOM.GRAPHML,Rank 3,4,47,54
DELTACOM.GRAPHML,Rank 3,4,47,43
DELTACOM.GRAPHML,Rank 3,4,47,91
DELTACOM.GRAPHML,Rank 3,4,47,85
DELTACOM.GRAPHML,Rank 3,4,47,60
DELTACOM.GRAPHML,Rank 3,4,47,25
DELTACOM.GRAPHML,Rank 3,4,47,88
DELTACOM.GRAPHML,Rank 3,4,47,0
DELTACOM.GRAPHML,Rank 3,4,47,102
DELTACOM.GRAPHML,Rank 3,4,47,53
DELTACOM.GRAPHML,Rank 3,4,47,17
DELTACOM.GRAPHML,Rank 3,4,47,78
DELTACOM.GRAPHML,Rank 3,4,47,71
DELTACOM.GRAPHML,Rank 3,4,47,101
DELTACOM.GRAPHML,Rank 3,4,47,7
DELTACOM.GRAPHML,Rank 3,4,47,21
DELTACOM.GRAPHML,Rank 3,4,47,73
DELTACOM.GRAPHML,Rank 3,4,47,26
DELTACOM.GRAPHML,Rank 3,4,47,107
DELTACOM.GRAPHML,Rank 3,4,47,23
DELTACOM.GRAPHML,Rank 3,4,47,5
DELTACOM.GRAPHML,Rank 3,4,47,97
DELTACOM.GRAPHML,Rank 3,4,47,14
DELTACOM.GRAPHML,Rank 3,4,47,63
DELTACOM.GRAPHML,Rank 3,4,47,89
DELTACOM.GRAPHML,Rank 3,4,47,111
DELTACOM.GRAPHML,Rank 3,4,47,67
DELTACOM.GRAPHML,Rank 3,4,47,41
DELTACOM.GRAPHML,Rank 3,4,47,93
DELTACOM.GRAPHML,Rank 3,4,47,59
DELTACOM.GRAPHML,Rank 3,4,47,6
DELTACOM.GRAPHML,Rank 3,4,47,65
DELTACOM.GRAPHML,Rank 3,4,47,80
DELTACOM.GRAPHML,Rank 3,4,47,28
DELTACOM.GRAPHML,Rank 3,4,47,8
DELTACOM.GRAPHML,Rank 3,4,47,51
DELTACOM.GRAPHML,Rank 3,4,47,50
DELTACOM.GRAPHML,Rank 3,4,47,46
DELTACOM.GRAPHML,Rank 3,4,47,106
DELTACOM.GRAPHML,Rank 3,4,47,1
DELTACOM.GRAPHML,Rank 3,4,47,90
DELTACOM.GRAPHML,Rank 3,4,47,45
DELTACOM.GRAPHML,Rank 3,4,47,70
DELTACOM.GRAPHML,Rank 3,4,47,49
DELTACOM.GRAPHML,Rank 3,4,47,20
DELTACOM.GRAPHML,Rank 3,4,47,79
DELTACOM.GRAPHML,Rank 3,4,47,84
DELTACOM.GRAPHML,Rank 3,4,47,98
DELTACOM.GRAPHML,Rank 3,4,47,42
DELTACOM.GRAPHML,Rank 3,4,47,62
DELTACOM.GRAPHML,Rank 3,4,47,3
DELTACOM.GRAPHML,Rank 3,4,47,40
DELTACOM.GRAPHML,Rank 3,4,47,57
DELTACOM.GRAPHML,Rank 3,4,0,8
DELTACOM.GRAPHML,Rank 3,4,0,68
DELTACOM.GRAPHML,Rank 3,4,0,70
DELTACOM.GRAPHML,Rank 3,4,0,85
DELTACOM.GRAPHML,Rank 3,4,0,69
DELTACOM.GRAPHML,Rank 3,4,0,67
DELTACOM.GRAPHML,Rank 3,4,0,63
DELTACOM.GRAPHML,Rank 3,4,0,71
DELTACOM.GRAPHML,Rank 3,4,0,66
DELTACOM.GRAPHML,Rank 3,4,0,9
DELTACOM.GRAPHML,Rank 3,4,0,64
DELTACOM.GRAPHML,Rank 4,2,47,83
DELTACOM.GRAPHML,Rank 4,2,47,56
DELTACOM.GRAPHML,Rank 4,2,47,96
DELTACOM.GRAPHML,Rank 4,2,47,29
DELTACOM.GRAPHML,Rank 4,2,47,72
DELTACOM.GRAPHML,Rank 4,2,47,92
DELTACOM.GRAPHML,Rank 4,2,47,105
DELTACOM.GRAPHML,Rank 4,2,47,15
DELTACOM.GRAPHML,Rank 4,2,47,44
DELTACOM.GRAPHML,Rank 4,2,47,48
DELTACOM.GRAPHML,Rank 4,2,47,52
DELTACOM.GRAPHML,Rank 4,2,47,81
DELTACOM.GRAPHML,Rank 4,2,47,54
DELTACOM.GRAPHML,Rank 4,2,47,27
DELTACOM.GRAPHML,Rank 4,2,47,82
DELTACOM.GRAPHML,Rank 4,2,47,95
DELTACOM.GRAPHML,Rank 4,2,47,91
DELTACOM.GRAPHML,Rank 4,2,47,60
DELTACOM.GRAPHML,Rank 4,2,47,25
DELTACOM.GRAPHML,Rank 4,2,47,78
DELTACOM.GRAPHML,Rank 4,2,47,17
DELTACOM.GRAPHML,Rank 4,2,47,108
DELTACOM.GRAPHML,Rank 4,2,47,53
DELTACOM.GRAPHML,Rank 4,2,47,61
DELTACOM.GRAPHML,Rank 4,2,47,101
DELTACOM.GRAPHML,Rank 4,2,47,55
DELTACOM.GRAPHML,Rank 4,2,47,21
DELTACOM.GRAPHML,Rank 4,2,47,73
DELTACOM.GRAPHML,Rank 4,2,47,26
DELTACOM.GRAPHML,Rank 4,2,47,2
DELTACOM.GRAPHML,Rank 4,2,47,107
DELTACOM.GRAPHML,Rank 4,2,47,5
DELTACOM.GRAPHML,Rank 4,2,47,23
DELTACOM.GRAPHML,Rank 4,2,47,58
DELTACOM.GRAPHML,Rank 4,2,47,97
DELTACOM.GRAPHML,Rank 4,2,47,14
DELTACOM.GRAPHML,Rank 4,2,47,89
DELTACOM.GRAPHML,Rank 4,2,47,111
DELTACOM.GRAPHML,Rank 4,2,47,41
DELTACOM.GRAPHML,Rank 4,2,47,109
DELTACOM.GRAPHML,Rank 4,2,47,59
DELTACOM.GRAPHML,Rank 4,2,47,28
DELTACOM.GRAPHML,Rank 4,2,47,51
DELTACOM.GRAPHML,Rank 4,2,47,50
DELTACOM.GRAPHML,Rank 4,2,47,46
DELTACOM.GRAPHML,Rank 4,2,47,24
DELTACOM.GRAPHML,Rank 4,2,47,110
DELTACOM.GRAPHML,Rank 4,2,47,90
DELTACOM.GRAPHML,Rank 4,2,47,106
DELTACOM.GRAPHML,Rank 4,2,47,49
DELTACOM.GRAPHML,Rank 4,2,47,20
DELTACOM.GRAPHML,Rank 4,2,47,84
DELTACOM.GRAPHML,Rank 4,2,47,98
DELTACOM.GRAPHML,Rank 4,2,47,94
DELTACOM.GRAPHML,Rank 4,2,47,22
DELTACOM.GRAPHML,Rank 4,2,47,40
DELTACOM.GRAPHML,Rank 4,2,47,57
DELTACOM.GRAPHML,Rank 4,2,104,75
DELTACOM.GRAPHML,Rank 4,2,104,100
DELTACOM.GRAPHML,Rank 4,2,104,112
DELTACOM.GRAPHML,Rank 4,2,104,74
DELTACOM.GRAPHML,Rank 4,2,104,99
DELTACOM.GRAPHML,Rank 4,2,104,13
DELTACOM.GRAPHML,Rank 4,2,104,79
DELTACOM.GRAPHML,Rank 4,2,104,102
DELTACOM.GRAPHML,Rank 4,2,104,11
DELTACOM.GRAPHML,Rank 4,2,104,10
DELTACOM.GRAPHML,Rank 4,2,104,76
DELTACOM.GRAPHML,Rank 4,2,104,103
DELTACOM.GRAPHML,Rank 4,2,104,16
DELTACOM.GRAPHML,Rank 4,2,60,59
DELTACOM.GRAPHML,Rank 4,2,60,53
DELTACOM.GRAPHML,Rank 4,2,60,52
DELTACOM.GRAPHML,Rank 4,2,60,97
DELTACOM.GRAPHML,Rank 4,2,3,4
DELTACOM.GRAPHML,Rank 4,2,3,87
DELTACOM.GRAPHML,Rank 4,2,3,68
DELTACOM.GRAPHML,Rank 4,2,3,69
DELTACOM.GRAPHML,Rank 4,2,3,66
DELTACOM.GRAPHML,Rank 4,2,3,9
DELTACOM.GRAPHML,Rank 4,2,3,86
DELTACOM.GRAPHML,Rank 4,2,3,64
DELTACOM.GRAPHML,Rank 4,2,3,43
DELTACOM.GRAPHML,Rank 4,2,3,85
DELTACOM.GRAPHML,Rank 4,2,3,88
DELTACOM.GRAPHML,Rank 4,2,3,71
DELTACOM.GRAPHML,Rank 4,2,3,7
DELTACOM.GRAPHML,Rank 4,2,3,67
DELTACOM.GRAPHML,Rank 4,2,3,63
DELTACOM.GRAPHML,Rank 4,2,3,93
DELTACOM.GRAPHML,Rank 4,2,3,6
DELTACOM.GRAPHML,Rank 4,2,3,65
DELTACOM.GRAPHML,Rank 4,2,3,80
DELTACOM.GRAPHML,Rank 4,2,3,8
DELTACOM.GRAPHML,Rank 4,2,3,1
DELTACOM.GRAPHML,Rank 4,2,3,70
DELTACOM.GRAPHML,Rank 4,2,3,45
DELTACOM.GRAPHML,Rank 4,2,3,42
DELTACOM.GRAPHML,Rank 4,2,3,62
